log_id,sku_id,quantity,logged_at,source
1277,27,29.0,2024-01-19,telegram
1429,30,37.0,2024-01-19,telegram
2165,45,89.0,2024-01-19,telegram
2357,49,120.0,2024-01-19,telegram
2505,52,22.0,2024-01-19,telegram
3240,67,68.0,2024-01-19,telegram
3390,70,98.0,2024-01-19,telegram
3488,72,22.0,2024-01-19,telegram
398,9,96.0,2024-01-20,telegram
737,16,65.0,2024-01-20,telegram
1230,26,83.0,2024-01-20,telegram
1478,31,40.0,2024-01-20,telegram
1527,32,41.0,2024-01-20,telegram
1574,33,30.0,2024-01-20,telegram
1868,39,25.0,2024-01-20,telegram
2800,58,61.0,2024-01-20,telegram
3539,73,20.0,2024-01-20,telegram
49,2,59.0,2024-01-21,telegram
299,7,64.0,2024-01-21,telegram
935,20,94.0,2024-01-21,telegram
1082,23,79.0,2024-01-21,telegram
1327,28,60.0,2024-01-21,telegram
1917,40,38.0,2024-01-21,telegram
2704,56,102.0,2024-01-21,telegram
2752,57,88.0,2024-01-21,telegram
2951,61,92.0,2024-01-21,telegram
3193,66,41.0,2024-01-21,telegram
3689,76,87.0,2024-01-21,telegram
3937,81,58.0,2024-01-21,telegram
4082,84,40.0,2024-01-21,telegram
4130,85,74.0,2024-01-21,telegram
548,12,66.0,2024-01-22,telegram
642,14,55.0,2024-01-22,telegram
788,17,75.0,2024-01-22,telegram
1379,29,47.0,2024-01-22,telegram
1622,34,55.0,2024-01-22,telegram
2117,44,45.0,2024-01-22,telegram
2605,54,70.0,2024-01-22,telegram
3000,62,58.0,2024-01-22,telegram
3047,63,92.0,2024-01-22,telegram
3788,78,58.0,2024-01-22,telegram
250,6,83.0,2024-01-23,telegram
348,8,79.0,2024-01-23,telegram
448,10,87.0,2024-01-23,telegram
1131,24,28.0,2024-01-23,telegram
1670,35,83.0,2024-01-23,telegram
2066,43,84.0,2024-01-23,telegram
2261,47,74.0,2024-01-23,telegram
2409,50,78.0,2024-01-23,telegram
2458,51,95.0,2024-01-23,telegram
2851,59,27.0,2024-01-23,telegram
3341,69,67.0,2024-01-23,telegram
3736,77,47.0,2024-01-23,telegram
4035,83,89.0,2024-01-23,telegram
4,1,28.0,2024-01-24,telegram
151,4,33.0,2024-01-24,telegram
1031,22,88.0,2024-01-24,telegram
1182,25,82.0,2024-01-24,telegram
1719,36,90.0,2024-01-24,telegram
1818,38,25.0,2024-01-24,telegram
1967,41,62.0,2024-01-24,telegram
2310,48,32.0,2024-01-24,telegram
2554,53,82.0,2024-01-24,telegram
2902,60,57.0,2024-01-24,telegram
3489,72,45.0,2024-01-24,telegram
3986,82,71.0,2024-01-24,telegram
200,5,65.0,2024-01-25,telegram
1278,27,54.0,2024-01-25,telegram
1430,30,70.0,2024-01-25,telegram
2358,49,93.0,2024-01-25,telegram
3097,64,79.0,2024-01-25,telegram
3146,65,39.0,2024-01-25,telegram
3241,67,51.0,2024-01-25,telegram
3391,70,69.0,2024-01-25,telegram
3440,71,64.0,2024-01-25,telegram
3639,75,29.0,2024-01-25,telegram
3836,79,67.0,2024-01-25,telegram
4179,86,74.0,2024-01-25,telegram
595,13,23.0,2024-01-26,telegram
1231,26,46.0,2024-01-26,telegram
1918,40,65.0,2024-01-26,telegram
2015,42,59.0,2024-01-26,telegram
2166,45,68.0,2024-01-26,telegram
2213,46,34.0,2024-01-26,telegram
2655,55,80.0,2024-01-26,telegram
3194,66,82.0,2024-01-26,telegram
3293,68,93.0,2024-01-26,telegram
3540,73,72.0,2024-01-26,telegram
3888,80,56.0,2024-01-26,telegram
3938,81,31.0,2024-01-26,telegram
399,9,81.0,2024-01-27,telegram
498,11,83.0,2024-01-27,telegram
643,14,32.0,2024-01-27,telegram
838,18,109.0,2024-01-27,telegram
886,19,108.0,2024-01-27,telegram
985,21,77.0,2024-01-27,telegram
1083,23,76.0,2024-01-27,telegram
1768,37,41.0,2024-01-27,telegram
3590,74,66.0,2024-01-27,telegram
4131,85,62.0,2024-01-27,telegram
688,15,55.0,2024-01-28,telegram
738,16,48.0,2024-01-28,telegram
789,17,64.0,2024-01-28,telegram
1328,28,87.0,2024-01-28,telegram
2118,44,115.0,2024-01-28,telegram
2506,52,53.0,2024-01-28,telegram
2705,56,62.0,2024-01-28,telegram
2952,61,64.0,2024-01-28,telegram
3690,76,73.0,2024-01-28,telegram
50,2,42.0,2024-01-29,telegram
100,3,62.0,2024-01-29,telegram
349,8,56.0,2024-01-29,telegram
549,12,54.0,2024-01-29,telegram
936,20,64.0,2024-01-29,telegram
1528,32,95.0,2024-01-29,telegram
1575,33,75.0,2024-01-29,telegram
1819,38,21.0,2024-01-29,telegram
2067,43,39.0,2024-01-29,telegram
2753,57,75.0,2024-01-29,telegram
2801,58,46.0,2024-01-29,telegram
3737,77,44.0,2024-01-29,telegram
3789,78,40.0,2024-01-29,telegram
4083,84,32.0,2024-01-29,telegram
251,6,27.0,2024-01-30,telegram
449,10,50.0,2024-01-30,telegram
1132,24,80.0,2024-01-30,telegram
1479,31,53.0,2024-01-30,telegram
1869,39,87.0,2024-01-30,telegram
2262,47,64.0,2024-01-30,telegram
2359,49,53.0,2024-01-30,telegram
2410,50,71.0,2024-01-30,telegram
2852,59,66.0,2024-01-30,telegram
3490,72,33.0,2024-01-30,telegram
4036,83,66.0,2024-01-30,telegram
152,4,93.0,2024-01-31,telegram
300,7,76.0,2024-01-31,telegram
1380,29,92.0,2024-01-31,telegram
1671,35,46.0,2024-01-31,telegram
1720,36,57.0,2024-01-31,telegram
1968,41,117.0,2024-01-31,telegram
2016,42,49.0,2024-01-31,telegram
2214,46,59.0,2024-01-31,telegram
2606,54,37.0,2024-01-31,telegram
2903,60,96.0,2024-01-31,telegram
3147,65,90.0,2024-01-31,telegram
3242,67,82.0,2024-01-31,telegram
3889,80,39.0,2024-01-31,telegram
3987,82,64.0,2024-01-31,telegram
5,1,95.0,2024-02-01,telegram
499,11,43.0,2024-02-01,telegram
839,18,64.0,2024-02-01,telegram
1084,23,52.0,2024-02-01,telegram
1232,26,30.0,2024-02-01,telegram
1431,30,37.0,2024-02-01,telegram
1623,34,48.0,2024-02-01,telegram
2167,45,73.0,2024-02-01,telegram
3001,62,41.0,2024-02-01,telegram
3048,63,74.0,2024-02-01,telegram
3195,66,58.0,2024-02-01,telegram
3392,70,109.0,2024-02-01,telegram
3441,71,51.0,2024-02-01,telegram
400,9,68.0,2024-02-02,telegram
596,13,18.0,2024-02-02,telegram
1032,22,46.0,2024-02-02,telegram
2311,48,77.0,2024-02-02,telegram
2459,51,75.0,2024-02-02,telegram
2953,61,48.0,2024-02-02,telegram
3098,64,64.0,2024-02-02,telegram
3342,69,55.0,2024-02-02,telegram
3640,75,112.0,2024-02-02,telegram
4132,85,44.0,2024-02-02,telegram
51,2,72.0,2024-02-03,telegram
201,5,39.0,2024-02-03,telegram
350,8,34.0,2024-02-03,telegram
1183,25,80.0,2024-02-03,telegram
1279,27,80.0,2024-02-03,telegram
1769,37,31.0,2024-02-03,telegram
2555,53,44.0,2024-02-03,telegram
2754,57,63.0,2024-02-03,telegram
3837,79,33.0,2024-02-03,telegram
644,14,28.0,2024-02-04,telegram
887,19,73.0,2024-02-04,telegram
1576,33,41.0,2024-02-04,telegram
1870,39,71.0,2024-02-04,telegram
1919,40,27.0,2024-02-04,telegram
2853,59,34.0,2024-02-04,telegram
3294,68,61.0,2024-02-04,telegram
4180,86,57.0,2024-02-04,telegram
739,16,42.0,2024-02-05,telegram
937,20,28.0,2024-02-05,telegram
986,21,28.0,2024-02-05,telegram
1721,36,111.0,2024-02-05,telegram
2215,46,32.0,2024-02-05,telegram
2507,52,43.0,2024-02-05,telegram
2656,55,71.0,2024-02-05,telegram
3541,73,57.0,2024-02-05,telegram
3738,77,35.0,2024-02-05,telegram
3790,78,34.0,2024-02-05,telegram
3939,81,72.0,2024-02-05,telegram
4084,84,77.0,2024-02-05,telegram
500,11,70.0,2024-02-06,telegram
689,15,48.0,2024-02-06,telegram
1329,28,48.0,2024-02-06,telegram
1529,32,82.0,2024-02-06,telegram
2068,43,89.0,2024-02-06,telegram
2119,44,92.0,2024-02-06,telegram
2706,56,26.0,2024-02-06,telegram
3196,66,104.0,2024-02-06,telegram
3591,74,36.0,2024-02-06,telegram
3691,76,62.0,2024-02-06,telegram
3890,80,102.0,2024-02-06,telegram
4037,83,41.0,2024-02-06,telegram
790,17,60.0,2024-02-07,telegram
1133,24,65.0,2024-02-07,telegram
1233,26,76.0,2024-02-07,telegram
1432,30,102.0,2024-02-07,telegram
1480,31,77.0,2024-02-07,telegram
2017,42,30.0,2024-02-07,telegram
2263,47,37.0,2024-02-07,telegram
2360,49,41.0,2024-02-07,telegram
3049,63,63.0,2024-02-07,telegram
3343,69,42.0,2024-02-07,telegram
3442,71,74.0,2024-02-07,telegram
101,3,51.0,2024-02-08,telegram
153,4,71.0,2024-02-08,telegram
252,6,93.0,2024-02-08,telegram
301,7,33.0,2024-02-08,telegram
450,10,71.0,2024-02-08,telegram
550,12,49.0,2024-02-08,telegram
1033,22,92.0,2024-02-08,telegram
1381,29,54.0,2024-02-08,telegram
1624,34,56.0,2024-02-08,telegram
1820,38,73.0,2024-02-08,telegram
2411,50,71.0,2024-02-08,telegram
2460,51,53.0,2024-02-08,telegram
2755,57,43.0,2024-02-08,telegram
2802,58,38.0,2024-02-08,telegram
3838,79,91.0,2024-02-08,telegram
3988,82,45.0,2024-02-08,telegram
4133,85,39.0,2024-02-08,telegram
6,1,82.0,2024-02-09,telegram
597,13,46.0,2024-02-09,telegram
840,18,78.0,2024-02-09,telegram
1085,23,45.0,2024-02-09,telegram
1184,25,75.0,2024-02-09,telegram
1672,35,62.0,2024-02-09,telegram
1770,37,71.0,2024-02-09,telegram
2607,54,75.0,2024-02-09,telegram
2904,60,64.0,2024-02-09,telegram
3002,62,90.0,2024-02-09,telegram
3148,65,72.0,2024-02-09,telegram
3243,67,42.0,2024-02-09,telegram
3491,72,89.0,2024-02-09,telegram
3641,75,67.0,2024-02-09,telegram
202,5,74.0,2024-02-10,telegram
351,8,78.0,2024-02-10,telegram
740,16,24.0,2024-02-10,telegram
938,20,78.0,2024-02-10,telegram
1969,41,80.0,2024-02-10,telegram
3791,78,19.0,2024-02-10,telegram
4085,84,70.0,2024-02-10,telegram
401,9,38.0,2024-02-11,telegram
645,14,57.0,2024-02-11,telegram
1280,27,47.0,2024-02-11,telegram
1530,32,39.0,2024-02-11,telegram
2069,43,55.0,2024-02-11,telegram
2168,45,41.0,2024-02-11,telegram
3295,68,37.0,2024-02-11,telegram
3393,70,90.0,2024-02-11,telegram
3739,77,57.0,2024-02-11,telegram
3940,81,65.0,2024-02-11,telegram
52,2,33.0,2024-02-12,telegram
2312,48,49.0,2024-02-12,telegram
2707,56,52.0,2024-02-12,telegram
2854,59,73.0,2024-02-12,telegram
2954,61,22.0,2024-02-12,telegram
3099,64,54.0,2024-02-12,telegram
3542,73,42.0,2024-02-12,telegram
3692,76,43.0,2024-02-12,telegram
102,3,80.0,2024-02-13,telegram
888,19,37.0,2024-02-13,telegram
1034,22,67.0,2024-02-13,telegram
1577,33,98.0,2024-02-13,telegram
1920,40,93.0,2024-02-13,telegram
2018,42,61.0,2024-02-13,telegram
2216,46,97.0,2024-02-13,telegram
2361,49,78.0,2024-02-13,telegram
2412,50,48.0,2024-02-13,telegram
2556,53,57.0,2024-02-13,telegram
2803,58,20.0,2024-02-13,telegram
3050,63,39.0,2024-02-13,telegram
3891,80,49.0,2024-02-13,telegram
987,21,63.0,2024-02-14,telegram
1433,30,66.0,2024-02-14,telegram
1871,39,107.0,2024-02-14,telegram
2461,51,38.0,2024-02-14,telegram
2508,52,23.0,2024-02-14,telegram
2657,55,60.0,2024-02-14,telegram
3197,66,72.0,2024-02-14,telegram
3592,74,112.0,2024-02-14,telegram
3839,79,73.0,2024-02-14,telegram
4038,83,32.0,2024-02-14,telegram
4134,85,23.0,2024-02-14,telegram
4181,86,37.0,2024-02-14,telegram
154,4,44.0,2024-02-15,telegram
253,6,78.0,2024-02-15,telegram
501,11,54.0,2024-02-15,telegram
741,16,83.0,2024-02-15,telegram
791,17,49.0,2024-02-15,telegram
939,20,49.0,2024-02-15,telegram
1185,25,73.0,2024-02-15,telegram
1234,26,27.0,2024-02-15,telegram
1330,28,68.0,2024-02-15,telegram
1722,36,78.0,2024-02-15,telegram
1821,38,62.0,2024-02-15,telegram
2120,44,52.0,2024-02-15,telegram
2608,54,38.0,2024-02-15,telegram
3149,65,55.0,2024-02-15,telegram
7,1,64.0,2024-02-16,telegram
302,7,86.0,2024-02-16,telegram
598,13,25.0,2024-02-16,telegram
690,15,33.0,2024-02-16,telegram
1086,23,27.0,2024-02-16,telegram
1134,24,56.0,2024-02-16,telegram
1481,31,35.0,2024-02-16,telegram
2264,47,23.0,2024-02-16,telegram
2905,60,49.0,2024-02-16,telegram
3344,69,39.0,2024-02-16,telegram
3394,70,36.0,2024-02-16,telegram
3443,71,35.0,2024-02-16,telegram
451,10,50.0,2024-02-17,telegram
551,12,38.0,2024-02-17,telegram
1382,29,82.0,2024-02-17,telegram
1771,37,59.0,2024-02-17,telegram
2756,57,26.0,2024-02-17,telegram
3003,62,73.0,2024-02-17,telegram
3244,67,25.0,2024-02-17,telegram
3296,68,104.0,2024-02-17,telegram
3989,82,22.0,2024-02-17,telegram
103,3,50.0,2024-02-18,telegram
352,8,38.0,2024-02-18,telegram
1281,27,111.0,2024-02-18,telegram
1625,34,32.0,2024-02-18,telegram
1673,35,28.0,2024-02-18,telegram
2804,58,62.0,2024-02-18,telegram
3100,64,50.0,2024-02-18,telegram
3740,77,54.0,2024-02-18,telegram
841,18,68.0,2024-02-19,telegram
1970,41,34.0,2024-02-19,telegram
2019,42,24.0,2024-02-19,telegram
2070,43,74.0,2024-02-19,telegram
2462,51,71.0,2024-02-19,telegram
2658,55,30.0,2024-02-19,telegram
2708,56,34.0,2024-02-19,telegram
2955,61,51.0,2024-02-19,telegram
3198,66,64.0,2024-02-19,telegram
3492,72,85.0,2024-02-19,telegram
3593,74,73.0,2024-02-19,telegram
3642,75,25.0,2024-02-19,telegram
3840,79,36.0,2024-02-19,telegram
3892,80,112.0,2024-02-19,telegram
4086,84,59.0,2024-02-19,telegram
4135,85,85.0,2024-02-19,telegram
203,5,46.0,2024-02-20,telegram
646,14,45.0,2024-02-20,telegram
742,16,79.0,2024-02-20,telegram
1035,22,56.0,2024-02-20,telegram
1921,40,63.0,2024-02-20,telegram
2169,45,81.0,2024-02-20,telegram
2313,48,29.0,2024-02-20,telegram
3792,78,76.0,2024-02-20,telegram
4039,83,39.0,2024-02-20,telegram
8,1,33.0,2024-02-21,telegram
53,2,83.0,2024-02-21,telegram
402,9,89.0,2024-02-21,telegram
1135,24,42.0,2024-02-21,telegram
1331,28,44.0,2024-02-21,telegram
1531,32,87.0,2024-02-21,telegram
1723,36,51.0,2024-02-21,telegram
1822,38,56.0,2024-02-21,telegram
2362,49,44.0,2024-02-21,telegram
2509,52,47.0,2024-02-21,telegram
2906,60,114.0,2024-02-21,telegram
3693,76,40.0,2024-02-21,telegram
3941,81,58.0,2024-02-21,telegram
4182,86,85.0,2024-02-21,telegram
452,10,77.0,2024-02-22,telegram
691,15,96.0,2024-02-22,telegram
889,19,58.0,2024-02-22,telegram
988,21,123.0,2024-02-22,telegram
1578,33,56.0,2024-02-22,telegram
2217,46,73.0,2024-02-22,telegram
2413,50,33.0,2024-02-22,telegram
2855,59,47.0,2024-02-22,telegram
3051,63,29.0,2024-02-22,telegram
3245,67,90.0,2024-02-22,telegram
3297,68,67.0,2024-02-22,telegram
3543,73,24.0,2024-02-22,telegram
155,4,98.0,2024-02-23,telegram
502,11,100.0,2024-02-23,telegram
599,13,64.0,2024-02-23,telegram
1282,27,97.0,2024-02-23,telegram
1872,39,58.0,2024-02-23,telegram
2265,47,64.0,2024-02-23,telegram
2557,53,38.0,2024-02-23,telegram
2609,54,107.0,2024-02-23,telegram
3150,65,25.0,2024-02-23,telegram
3345,69,22.0,2024-02-23,telegram
104,3,72.0,2024-02-24,telegram
842,18,120.0,2024-02-24,telegram
940,20,91.0,2024-02-24,telegram
1087,23,19.0,2024-02-24,telegram
1434,30,41.0,2024-02-24,telegram
2757,57,77.0,2024-02-24,telegram
3493,72,59.0,2024-02-24,telegram
254,6,54.0,2024-02-25,telegram
792,17,42.0,2024-02-25,telegram
1186,25,64.0,2024-02-25,telegram
1235,26,80.0,2024-02-25,telegram
1674,35,92.0,2024-02-25,telegram
2121,44,33.0,2024-02-25,telegram
2463,51,47.0,2024-02-25,telegram
2709,56,72.0,2024-02-25,telegram
2805,58,50.0,2024-02-25,telegram
3004,62,54.0,2024-02-25,telegram
3101,64,32.0,2024-02-25,telegram
3594,74,48.0,2024-02-25,telegram
3893,80,85.0,2024-02-25,telegram
54,2,60.0,2024-02-26,telegram
204,5,30.0,2024-02-26,telegram
303,7,57.0,2024-02-26,telegram
552,12,26.0,2024-02-26,telegram
1383,29,56.0,2024-02-26,telegram
1482,31,65.0,2024-02-26,telegram
1772,37,41.0,2024-02-26,telegram
2659,55,78.0,2024-02-26,telegram
3395,70,89.0,2024-02-26,telegram
3444,71,87.0,2024-02-26,telegram
3694,76,38.0,2024-02-26,telegram
3741,77,37.0,2024-02-26,telegram
647,14,22.0,2024-02-27,telegram
1626,34,63.0,2024-02-27,telegram
1724,36,74.0,2024-02-27,telegram
1922,40,96.0,2024-02-27,telegram
2071,43,58.0,2024-02-27,telegram
2856,59,23.0,2024-02-27,telegram
2907,60,95.0,2024-02-27,telegram
2956,61,33.0,2024-02-27,telegram
3246,67,46.0,2024-02-27,telegram
3643,75,70.0,2024-02-27,telegram
3793,78,76.0,2024-02-27,telegram
3841,79,64.0,2024-02-27,telegram
3990,82,59.0,2024-02-27,telegram
4087,84,42.0,2024-02-27,telegram
353,8,79.0,2024-02-28,telegram
403,9,39.0,2024-02-28,telegram
