ledger_id,customer_id,amount,note,borrowed_at,is_cleared
385,15,28000.0,,2024-02-13,True
34,2,70000.0,,2024-02-14,True
242,10,31000.0,,2024-02-14,True
139,6,42000.0,,2024-02-14,True
1265,38,63000.0,,2024-02-14,True
272,11,31000.0,,2024-02-14,True
1266,38,119000.0,,2024-02-15,True
910,31,51000.0,,2024-02-15,True
337,13,50000.0,,2024-02-15,True
1329,39,113000.0,,2024-02-15,True
338,13,73000.0,,2024-02-16,True
831,29,61000.0,,2024-02-16,True
63,3,80000.0,,2024-02-17,True
1330,39,101000.0,,2024-02-18,True
758,27,77000.0,,2024-02-18,True
1331,39,71000.0,,2024-02-18,False
676,25,46000.0,,2024-02-18,True
214,9,56000.0,,2024-02-19,True
35,2,65000.0,,2024-02-19,True
273,11,49000.0,,2024-02-20,True
386,15,30000.0,,2024-02-20,True
1153,36,95000.0,,2024-02-21,False
432,17,30000.0,,2024-02-21,True
968,33,114000.0,,2024-02-21,False
1152,36,105000.0,,2024-02-21,True
1267,38,67000.0,,2024-02-21,False
488,19,45000.0,,2024-02-22,True
274,11,59000.0,,2024-02-22,True
585,22,31000.0,,2024-02-22,True
215,9,25000.0,,2024-02-22,True
1154,36,96000.0,,2024-02-22,True
645,24,84000.0,,2024-02-22,True
3,1,25000.0,,2024-02-23,True
300,12,35000.0,,2024-02-23,True
1155,36,66000.0,,2024-02-23,True
301,12,72000.0,,2024-02-24,True
832,29,68000.0,,2024-02-24,True
646,24,97000.0,,2024-02-24,True
517,20,26000.0,,2024-02-24,True
1032,34,106000.0,,2024-02-25,True
409,16,54000.0,,2024-02-25,True
939,32,50000.0,,2024-02-26,True
243,10,71000.0,,2024-02-27,True
1332,39,96000.0,,2024-02-27,False
36,2,39000.0,,2024-02-27,True
794,28,54000.0,,2024-02-27,False
1156,36,94000.0,,2024-02-27,True
759,27,90000.0,,2024-02-27,True
489,19,37000.0,,2024-02-28,True
4,1,55000.0,,2024-02-28,True
275,11,42000.0,,2024-02-28,True
64,3,32000.0,,2024-02-28,True
677,25,86000.0,,2024-02-28,True
833,29,88000.0,,2024-02-29,True
1388,40,43000.0,,2024-02-29,True
678,25,54000.0,,2024-02-29,True
367,14,28000.0,,2024-02-29,True
1333,39,65000.0,,2024-02-29,False
37,2,60000.0,,2024-02-29,True
38,2,32000.0,,2024-02-29,True
1033,34,74000.0,,2024-02-29,True
452,18,45000.0,,2024-03-01,True
834,29,96000.0,,2024-03-01,True
1206,37,92000.0,,2024-03-01,True
244,10,66000.0,,2024-03-01,True
1106,35,95000.0,,2024-03-02,True
216,9,35000.0,,2024-03-02,True
1334,39,85000.0,,2024-03-02,True
1389,40,85000.0,,2024-03-02,True
368,14,37000.0,,2024-03-02,True
969,33,62000.0,,2024-03-02,True
1157,36,103000.0,,2024-03-03,True
1335,39,99000.0,,2024-03-03,True
65,3,39000.0,,2024-03-04,True
1158,36,64000.0,,2024-03-04,False
245,10,59000.0,,2024-03-04,True
433,17,55000.0,,2024-03-04,True
490,19,69000.0,,2024-03-04,True
835,29,90000.0,,2024-03-04,True
970,33,64000.0,,2024-03-05,False
1207,37,104000.0,,2024-03-05,False
760,27,46000.0,,2024-03-05,True
679,25,68000.0,,2024-03-06,True
1159,36,77000.0,,2024-03-06,True
276,11,64000.0,,2024-03-07,True
1390,40,52000.0,,2024-03-07,True
1336,39,74000.0,,2024-03-07,True
188,8,21000.0,,2024-03-08,True
246,10,58000.0,,2024-03-08,True
618,23,43000.0,,2024-03-08,True
836,29,61000.0,,2024-03-08,True
491,19,39000.0,,2024-03-08,True
795,28,70000.0,,2024-03-09,True
387,15,39000.0,,2024-03-09,True
1160,36,60000.0,,2024-03-09,True
971,33,68000.0,,2024-03-09,True
718,26,32000.0,,2024-03-10,True
66,3,45000.0,,2024-03-10,True
586,22,73000.0,,2024-03-11,True
972,33,116000.0,,2024-03-11,True
94,4,61000.0,,2024-03-11,True
973,33,41000.0,,2024-03-11,False
1107,35,107000.0,,2024-03-11,True
5,1,79000.0,,2024-03-12,True
1034,34,70000.0,,2024-03-12,True
39,2,34000.0,,2024-03-12,True
339,13,68000.0,,2024-03-12,True
217,9,62000.0,,2024-03-12,True
837,29,48000.0,,2024-03-12,True
114,5,30000.0,,2024-03-12,True
647,24,67000.0,,2024-03-12,True
453,18,71000.0,,2024-03-13,True
302,12,27000.0,,2024-03-13,True
95,4,37000.0,,2024-03-14,True
876,30,53000.0,,2024-03-14,True
1035,34,43000.0,,2024-03-14,True
648,24,51000.0,,2024-03-15,True
218,9,30000.0,,2024-03-15,True
1208,37,62000.0,,2024-03-15,False
941,32,50000.0,,2024-03-15,True
940,32,97000.0,,2024-03-15,True
1391,40,115000.0,,2024-03-15,True
974,33,102000.0,,2024-03-15,True
492,19,63000.0,,2024-03-16,True
796,28,58000.0,,2024-03-16,True
277,11,30000.0,,2024-03-16,True
838,29,77000.0,,2024-03-16,True
680,25,45000.0,,2024-03-16,True
219,9,50000.0,,2024-03-17,True
454,18,31000.0,,2024-03-17,True
1268,38,74000.0,,2024-03-18,True
1269,38,44000.0,,2024-03-18,True
220,9,20000.0,,2024-03-18,True
1161,36,116000.0,,2024-03-18,True
1108,35,88000.0,,2024-03-19,True
340,13,38000.0,,2024-03-19,True
1270,38,67000.0,,2024-03-19,True
649,24,68000.0,,2024-03-19,False
67,3,21000.0,,2024-03-20,True
839,29,77000.0,,2024-03-20,True
840,29,64000.0,,2024-03-20,True
942,32,90000.0,,2024-03-20,True
369,14,54000.0,,2024-03-21,True
1337,39,118000.0,,2024-03-21,True
1271,38,43000.0,,2024-03-22,True
341,13,62000.0,,2024-03-22,False
1209,37,82000.0,,2024-03-22,True
389,15,67000.0,,2024-03-23,True
388,15,64000.0,,2024-03-23,True
1037,34,74000.0,,2024-03-23,True
1036,34,56000.0,,2024-03-23,False
1338,39,102000.0,,2024-03-23,True
975,33,75000.0,,2024-03-23,True
303,12,67000.0,,2024-03-23,True
1339,39,105000.0,,2024-03-23,True
719,26,50000.0,,2024-03-23,False
304,12,55000.0,,2024-03-24,True
976,33,93000.0,,2024-03-24,True
587,22,78000.0,,2024-03-24,True
1272,38,77000.0,,2024-03-24,False
342,13,42000.0,,2024-03-24,True
370,14,48000.0,,2024-03-24,True
1211,37,71000.0,,2024-03-25,True
681,25,73000.0,,2024-03-25,True
96,4,61000.0,,2024-03-25,True
371,14,75000.0,,2024-03-25,True
1273,38,88000.0,,2024-03-25,True
1210,37,99000.0,,2024-03-25,True
1212,37,108000.0,,2024-03-26,True
619,23,92000.0,,2024-03-26,True
372,14,23000.0,,2024-03-27,True
797,28,92000.0,,2024-03-27,True
977,33,111000.0,,2024-03-27,True
221,9,41000.0,,2024-03-27,True
543,21,81000.0,,2024-03-27,True
1213,37,101000.0,,2024-03-28,True
115,5,33000.0,,2024-03-28,True
620,23,39000.0,,2024-03-28,True
544,21,79000.0,,2024-03-28,True
841,29,31000.0,,2024-03-29,True
278,11,50000.0,,2024-03-29,True
116,5,26000.0,,2024-03-29,True
189,8,36000.0,,2024-03-30,True
943,32,74000.0,,2024-03-30,True
1109,35,91000.0,,2024-03-30,True
305,12,36000.0,,2024-03-30,True
978,33,72000.0,,2024-03-30,True
1162,36,72000.0,,2024-03-31,True
1340,39,46000.0,,2024-03-31,True
223,9,56000.0,,2024-03-31,True
222,9,63000.0,,2024-03-31,True
842,29,89000.0,,2024-03-31,True
1163,36,118000.0,,2024-03-31,True
1341,39,87000.0,,2024-03-31,True
1392,40,104000.0,,2024-03-31,False
140,6,28000.0,,2024-04-01,True
1110,35,47000.0,,2024-04-01,False
455,18,61000.0,,2024-04-01,True
190,8,47000.0,,2024-04-01,True
682,25,88000.0,,2024-04-01,True
944,32,89000.0,,2024-04-01,True
1038,34,108000.0,,2024-04-02,False
166,7,64000.0,,2024-04-02,True
761,27,38000.0,,2024-04-02,True
1111,35,101000.0,,2024-04-02,True
683,25,41000.0,,2024-04-03,True
68,3,46000.0,,2024-04-03,True
979,33,78000.0,,2024-04-03,True
1040,34,72000.0,,2024-04-03,True
1039,34,120000.0,,2024-04-03,False
493,19,20000.0,,2024-04-04,True
980,33,85000.0,,2024-04-04,True
1393,40,102000.0,,2024-04-04,True
545,21,50000.0,,2024-04-05,True
843,29,60000.0,,2024-04-05,True
306,12,68000.0,,2024-04-05,True
844,29,71000.0,,2024-04-05,True
1214,37,69000.0,,2024-04-05,True
1215,37,76000.0,,2024-04-05,True
410,16,37000.0,,2024-04-06,True
1342,39,95000.0,,2024-04-06,True
1274,38,67000.0,,2024-04-07,True
546,21,64000.0,,2024-04-07,False
1164,36,72000.0,,2024-04-08,True
456,18,38000.0,,2024-04-08,True
141,6,73000.0,,2024-04-08,True
1041,34,108000.0,,2024-04-08,True
621,23,32000.0,,2024-04-08,True
547,21,32000.0,,2024-04-09,True
494,19,60000.0,,2024-04-09,False
548,21,41000.0,,2024-04-09,True
1042,34,118000.0,,2024-04-09,True
1394,40,95000.0,,2024-04-09,True
40,2,29000.0,,2024-04-09,True
845,29,88000.0,,2024-04-10,True
373,14,79000.0,,2024-04-10,True
911,31,76000.0,,2024-04-10,True
6,1,26000.0,,2024-04-10,True
1216,37,51000.0,,2024-04-11,True
495,19,53000.0,,2024-04-12,True
684,25,50000.0,,2024-04-13,True
1043,34,91000.0,,2024-04-13,False
622,23,59000.0,,2024-04-13,True
69,3,52000.0,,2024-04-13,True
1165,36,104000.0,,2024-04-13,True
1395,40,66000.0,,2024-04-13,True
588,22,49000.0,,2024-04-13,False
1166,36,108000.0,,2024-04-14,True
650,24,93000.0,,2024-04-14,True
720,26,85000.0,,2024-04-14,True
721,26,73000.0,,2024-04-14,True
518,20,57000.0,,2024-04-14,True
722,26,46000.0,,2024-04-14,True
1275,38,67000.0,,2024-04-14,True
877,30,92000.0,,2024-04-15,True
191,8,75000.0,,2024-04-15,True
1044,34,57000.0,,2024-04-15,True
224,9,57000.0,,2024-04-15,True
1396,40,113000.0,,2024-04-16,True
1217,37,54000.0,,2024-04-16,True
685,25,53000.0,,2024-04-16,True
1343,39,43000.0,,2024-04-16,True
686,25,63000.0,,2024-04-16,True
225,9,36000.0,,2024-04-16,True
687,25,61000.0,,2024-04-17,True
343,13,23000.0,,2024-04-18,True
192,8,37000.0,,2024-04-18,True
193,8,46000.0,,2024-04-19,True
1276,38,65000.0,,2024-04-19,True
549,21,88000.0,,2024-04-19,True
762,27,45000.0,,2024-04-19,True
1397,40,70000.0,,2024-04-20,False
878,30,52000.0,,2024-04-20,True
1045,34,105000.0,,2024-04-20,True
550,21,93000.0,,2024-04-20,True
344,13,43000.0,,2024-04-20,True
1167,36,54000.0,,2024-04-21,False
345,13,36000.0,,2024-04-21,True
945,32,91000.0,,2024-04-21,True
1112,35,111000.0,,2024-04-21,False
688,25,83000.0,,2024-04-21,True
41,2,72000.0,,2024-04-22,True
846,29,54000.0,,2024-04-22,True
1047,34,96000.0,,2024-04-23,True
1046,34,91000.0,,2024-04-23,True
623,23,84000.0,,2024-04-23,True
42,2,49000.0,,2024-04-23,True
307,12,45000.0,,2024-04-23,True
689,25,93000.0,,2024-04-24,True
589,22,55000.0,,2024-04-24,True
912,31,70000.0,,2024-04-24,True
308,12,79000.0,,2024-04-24,True
624,23,93000.0,,2024-04-25,True
946,32,74000.0,,2024-04-25,True
97,4,34000.0,,2024-04-25,True
1344,39,102000.0,,2024-04-25,False
913,31,69000.0,,2024-04-26,True
1277,38,59000.0,,2024-04-26,True
346,13,68000.0,,2024-04-26,True
98,4,20000.0,,2024-04-27,True
651,24,74000.0,,2024-04-27,True
309,12,30000.0,,2024-04-27,True
1278,38,101000.0,,2024-04-27,False
652,24,92000.0,,2024-04-27,True
798,28,80000.0,,2024-04-28,False
70,3,39000.0,,2024-04-28,True
1113,35,113000.0,,2024-04-28,False
226,9,68000.0,,2024-04-28,True
347,13,47000.0,,2024-04-28,True
723,26,61000.0,,2024-04-28,True
1218,37,74000.0,,2024-04-29,False
1114,35,88000.0,,2024-04-29,False
879,30,46000.0,,2024-04-30,True
947,32,62000.0,,2024-04-30,True
1345,39,86000.0,,2024-05-01,True
1115,35,110000.0,,2024-05-01,False
519,20,44000.0,,2024-05-01,True
690,25,68000.0,,2024-05-01,True
457,18,24000.0,,2024-05-02,True
348,13,50000.0,,2024-05-02,True
71,3,35000.0,,2024-05-02,True
847,29,51000.0,,2024-05-03,True
1398,40,114000.0,,2024-05-03,False
763,27,36000.0,,2024-05-03,True
1048,34,49000.0,,2024-05-04,True
72,3,78000.0,,2024-05-04,True
914,31,44000.0,,2024-05-04,True
458,18,63000.0,,2024-05-04,True
1219,37,97000.0,,2024-05-05,True
590,22,60000.0,,2024-05-05,True
981,33,97000.0,,2024-05-05,True
310,12,50000.0,,2024-05-05,True
982,33,85000.0,,2024-05-05,True
551,21,83000.0,,2024-05-06,True
459,18,48000.0,,2024-05-06,True
374,14,79000.0,,2024-05-06,True
915,31,51000.0,,2024-05-06,True
552,21,44000.0,,2024-05-07,True
1049,34,74000.0,,2024-05-07,True
916,31,42000.0,,2024-05-07,True
7,1,65000.0,,2024-05-07,True
799,28,76000.0,,2024-05-07,True
880,30,33000.0,,2024-05-09,True
554,21,90000.0,,2024-05-09,True
434,17,70000.0,,2024-05-09,True
553,21,56000.0,,2024-05-09,True
167,7,35000.0,,2024-05-09,True
194,8,42000.0,,2024-05-09,True
1279,38,70000.0,,2024-05-10,False
43,2,53000.0,,2024-05-10,True
435,17,50000.0,,2024-05-11,False
1280,38,74000.0,,2024-05-11,True
848,29,37000.0,,2024-05-11,True
118,5,21000.0,,2024-05-12,True
311,12,53000.0,,2024-05-12,True
117,5,42000.0,,2024-05-12,True
625,23,68000.0,,2024-05-12,True
279,11,72000.0,,2024-05-12,True
119,5,60000.0,,2024-05-13,True
496,19,20000.0,,2024-05-13,True
8,1,76000.0,,2024-05-13,True
1220,37,85000.0,,2024-05-13,False
312,12,57000.0,,2024-05-13,True
1399,40,61000.0,,2024-05-13,True
497,19,70000.0,,2024-05-14,True
498,19,32000.0,,2024-05-14,True
849,29,61000.0,,2024-05-14,False
881,30,79000.0,,2024-05-14,True
800,28,45000.0,,2024-05-15,True
412,16,45000.0,,2024-05-15,True
411,16,28000.0,,2024-05-15,True
227,9,35000.0,,2024-05-15,True
413,16,62000.0,,2024-05-15,True
168,7,25000.0,,2024-05-15,True
120,5,68000.0,,2024-05-15,True
1168,36,63000.0,,2024-05-15,False
1400,40,47000.0,,2024-05-16,True
460,18,44000.0,,2024-05-16,True
724,26,90000.0,,2024-05-16,True
1169,36,57000.0,,2024-05-17,True
555,21,75000.0,,2024-05-17,True
44,2,55000.0,,2024-05-17,True
142,6,54000.0,,2024-05-17,True
1116,35,49000.0,,2024-05-17,False
917,31,61000.0,,2024-05-18,True
121,5,71000.0,,2024-05-18,True
1170,36,58000.0,,2024-05-18,False
591,22,38000.0,,2024-05-19,False
1346,39,74000.0,,2024-05-20,True
1050,34,57000.0,,2024-05-20,True
725,26,71000.0,,2024-05-21,True
1051,34,117000.0,,2024-05-21,True
850,29,46000.0,,2024-05-22,True
801,28,97000.0,,2024-05-22,True
313,12,21000.0,,2024-05-22,True
851,29,46000.0,,2024-05-23,True
414,16,75000.0,,2024-05-23,True
983,33,100000.0,,2024-05-23,True
122,5,25000.0,,2024-05-23,True
726,26,46000.0,,2024-05-23,True
1118,35,68000.0,,2024-05-23,True
1117,35,68000.0,,2024-05-23,True
802,28,83000.0,,2024-05-24,True
9,1,41000.0,,2024-05-24,True
803,28,95000.0,,2024-05-24,True
123,5,56000.0,,2024-05-25,True
10,1,68000.0,,2024-05-25,True
556,21,56000.0,,2024-05-25,True
143,6,48000.0,,2024-05-25,True
984,33,65000.0,,2024-05-26,True
852,29,88000.0,,2024-05-26,True
1221,37,112000.0,,2024-05-26,False
461,18,34000.0,,2024-05-26,True
853,29,56000.0,,2024-05-26,True
280,11,63000.0,,2024-05-28,True
1052,34,92000.0,,2024-05-28,True
281,11,56000.0,,2024-05-29,True
727,26,89000.0,,2024-05-29,True
854,29,35000.0,,2024-05-29,True
1347,39,65000.0,,2024-05-29,True
1281,38,74000.0,,2024-05-29,True
592,22,33000.0,,2024-05-29,True
948,32,54000.0,,2024-05-29,True
520,20,48000.0,,2024-05-30,True
728,26,33000.0,,2024-05-30,True
985,33,83000.0,,2024-05-30,True
882,30,34000.0,,2024-05-30,True
247,10,62000.0,,2024-05-31,True
462,18,27000.0,,2024-05-31,True
593,22,33000.0,,2024-05-31,True
99,4,50000.0,,2024-05-31,True
195,8,27000.0,,2024-05-31,True
986,33,56000.0,,2024-05-31,True
1348,39,70000.0,,2024-06-01,True
390,15,37000.0,,2024-06-01,True
391,15,56000.0,,2024-06-01,True
1222,37,81000.0,,2024-06-01,True
987,33,104000.0,,2024-06-02,True
1119,35,81000.0,,2024-06-02,True
314,12,56000.0,,2024-06-02,True
1171,36,111000.0,,2024-06-02,True
463,18,52000.0,,2024-06-03,True
1053,34,64000.0,,2024-06-03,True
594,22,56000.0,,2024-06-03,True
45,2,51000.0,,2024-06-04,True
1054,34,105000.0,,2024-06-04,True
1120,35,63000.0,,2024-06-04,False
1349,39,114000.0,,2024-06-05,True
626,23,47000.0,,2024-06-05,True
144,6,76000.0,,2024-06-05,True
1282,38,97000.0,,2024-06-05,True
1172,36,65000.0,,2024-06-05,True
499,19,45000.0,,2024-06-05,True
764,27,37000.0,,2024-06-06,True
521,20,25000.0,,2024-06-06,True
557,21,61000.0,,2024-06-06,False
248,10,24000.0,,2024-06-07,True
282,11,67000.0,,2024-06-08,True
1350,39,104000.0,,2024-06-08,True
1351,39,73000.0,,2024-06-08,False
1055,34,72000.0,,2024-06-08,True
595,22,47000.0,,2024-06-08,True
1283,38,59000.0,,2024-06-08,False
883,30,85000.0,,2024-06-08,True
1121,35,84000.0,,2024-06-09,False
765,27,45000.0,,2024-06-09,True
349,13,37000.0,,2024-06-09,True
884,30,73000.0,,2024-06-09,True
918,31,36000.0,,2024-06-10,True
1223,37,71000.0,,2024-06-10,True
1401,40,118000.0,,2024-06-10,True
283,11,35000.0,,2024-06-10,True
558,21,55000.0,,2024-06-11,True
804,28,72000.0,,2024-06-11,False
249,10,55000.0,,2024-06-11,True
196,8,27000.0,,2024-06-11,True
1224,37,45000.0,,2024-06-11,False
767,27,98000.0,,2024-06-11,True
766,27,95000.0,,2024-06-11,True
124,5,73000.0,,2024-06-11,True
1173,36,88000.0,,2024-06-12,True
768,27,51000.0,,2024-06-12,True
250,10,77000.0,,2024-06-12,True
949,32,87000.0,,2024-06-12,True
596,22,85000.0,,2024-06-12,True
1174,36,98000.0,,2024-06-12,True
145,6,71000.0,,2024-06-13,True
169,7,74000.0,,2024-06-14,True
350,13,41000.0,,2024-06-14,True
769,27,42000.0,,2024-06-14,True
146,6,50000.0,,2024-06-14,True
559,21,66000.0,,2024-06-14,True
653,24,38000.0,,2024-06-14,True
252,10,51000.0,,2024-06-14,True
251,10,44000.0,,2024-06-14,True
392,15,66000.0,,2024-06-15,True
46,2,46000.0,,2024-06-15,True
1056,34,60000.0,,2024-06-15,True
415,16,45000.0,,2024-06-15,True
1352,39,117000.0,,2024-06-15,True
1057,34,64000.0,,2024-06-16,False
1353,39,115000.0,,2024-06-16,True
691,25,69000.0,,2024-06-17,True
988,33,109000.0,,2024-06-17,False
1225,37,97000.0,,2024-06-17,True
1402,40,74000.0,,2024-06-17,True
1403,40,98000.0,,2024-06-18,True
919,31,90000.0,,2024-06-18,True
560,21,50000.0,,2024-06-19,True
73,3,47000.0,,2024-06-19,True
436,17,33000.0,,2024-06-19,True
950,32,46000.0,,2024-06-19,True
770,27,89000.0,,2024-06-19,True
11,1,77000.0,,2024-06-19,True
1059,34,45000.0,,2024-06-19,False
522,20,69000.0,,2024-06-19,True
1058,34,85000.0,,2024-06-19,False
627,23,34000.0,,2024-06-20,True
351,13,32000.0,,2024-06-20,True
284,11,57000.0,,2024-06-21,True
393,15,56000.0,,2024-06-21,True
523,20,52000.0,,2024-06-21,True
989,33,94000.0,,2024-06-21,False
1122,35,120000.0,,2024-06-21,True
951,32,81000.0,,2024-06-21,True
1284,38,46000.0,,2024-06-21,True
885,30,84000.0,,2024-06-22,True
1354,39,70000.0,,2024-06-22,True
597,22,78000.0,,2024-06-23,True
1123,35,114000.0,,2024-06-23,False
100,4,26000.0,,2024-06-24,True
990,33,97000.0,,2024-06-24,True
729,26,77000.0,,2024-06-25,True
730,26,38000.0,,2024-06-25,True
375,14,32000.0,,2024-06-25,True
197,8,59000.0,,2024-06-25,True
805,28,37000.0,,2024-06-25,True
464,18,37000.0,,2024-06-25,True
437,17,39000.0,,2024-06-25,True
1285,38,78000.0,,2024-06-25,True
920,31,84000.0,,2024-06-26,True
1175,36,64000.0,,2024-06-26,True
654,24,52000.0,,2024-06-27,True
465,18,40000.0,,2024-06-27,True
438,17,62000.0,,2024-06-27,True
47,2,64000.0,,2024-06-27,True
1355,39,63000.0,,2024-06-27,True
