repayment_id,ledger_id,amount,repaid_at
1127,942,27000.0,2024-03-25
923,760,46000.0,2024-03-25
425,342,13000.0,2024-03-25
1551,1390,30000.0,2024-03-25
374,303,21000.0,2024-03-26
1217,1032,71000.0,2024-03-26
1012,838,77000.0,2024-03-26
787,648,51000.0,2024-03-26
563,454,31000.0,2024-03-27
1550,1389,85000.0,2024-03-27
426,342,29000.0,2024-03-27
1340,1157,66000.0,2024-03-28
721,587,33000.0,2024-03-28
821,679,42000.0,2024-03-29
375,303,46000.0,2024-03-29
458,370,48000.0,2024-03-29
481,388,64000.0,2024-03-29
1013,839,38000.0,2024-03-30
753,618,43000.0,2024-03-30
457,369,54000.0,2024-03-30
1342,1159,77000.0,2024-03-30
460,372,16000.0,2024-03-30
269,221,16000.0,2024-03-30
1160,971,68000.0,2024-03-31
376,304,55000.0,2024-03-31
1338,1155,66000.0,2024-03-31
1015,840,64000.0,2024-03-31
272,223,26000.0,2024-03-31
482,389,67000.0,2024-03-31
459,371,75000.0,2024-03-31
342,278,50000.0,2024-04-01
115,96,61000.0,2024-04-01
722,587,45000.0,2024-04-01
1553,1391,115000.0,2024-04-01
273,223,30000.0,2024-04-01
1336,1152,71000.0,2024-04-01
822,680,45000.0,2024-04-01
233,190,47000.0,2024-04-02
966,797,52000.0,2024-04-02
461,372,7000.0,2024-04-02
200,166,27000.0,2024-04-02
137,115,33000.0,2024-04-02
166,140,28000.0,2024-04-02
1296,1107,36000.0,2024-04-02
271,222,63000.0,2024-04-03
564,455,23000.0,2024-04-03
270,221,25000.0,2024-04-03
377,305,36000.0,2024-04-03
672,543,81000.0,2024-04-03
201,166,37000.0,2024-04-03
965,796,58000.0,2024-04-03
1215,1030,57000.0,2024-04-04
1162,974,37000.0,2024-04-04
754,619,59000.0,2024-04-04
232,189,36000.0,2024-04-04
565,455,38000.0,2024-04-05
1501,1337,118000.0,2024-04-06
138,116,26000.0,2024-04-06
1297,1108,53000.0,2024-04-06
673,544,79000.0,2024-04-06
1392,1213,44000.0,2024-04-06
1124,940,97000.0,2024-04-06
1165,976,58000.0,2024-04-06
1388,1209,82000.0,2024-04-07
964,795,70000.0,2024-04-07
378,306,68000.0,2024-04-07
80,68,46000.0,2024-04-08
508,410,37000.0,2024-04-08
1441,1269,44000.0,2024-04-08
1128,943,74000.0,2024-04-08
1343,1160,60000.0,2024-04-08
1016,841,31000.0,2024-04-09
967,797,40000.0,2024-04-09
924,761,12000.0,2024-04-09
1020,844,40000.0,2024-04-10
1014,839,39000.0,2024-04-10
608,493,20000.0,2024-04-10
1159,969,62000.0,2024-04-10
1502,1338,43000.0,2024-04-11
1345,1162,32000.0,2024-04-11
1443,1271,43000.0,2024-04-11
1444,1273,36000.0,2024-04-11
1129,944,89000.0,2024-04-12
1495,1329,113000.0,2024-04-12
462,373,36000.0,2024-04-13
1552,1390,22000.0,2024-04-13
755,619,33000.0,2024-04-13
1499,1335,99000.0,2024-04-14
1223,1037,74000.0,2024-04-14
1017,842,61000.0,2024-04-14
1505,1340,32000.0,2024-04-14
46,40,29000.0,2024-04-14
638,518,25000.0,2024-04-14
1500,1336,74000.0,2024-04-14
825,683,14000.0,2024-04-14
1549,1388,23000.0,2024-04-14
823,681,73000.0,2024-04-15
1393,1213,57000.0,2024-04-15
639,518,32000.0,2024-04-15
7,6,26000.0,2024-04-15
81,69,25000.0,2024-04-15
167,141,73000.0,2024-04-15
1221,1034,70000.0,2024-04-15
1222,1035,43000.0,2024-04-15
1387,1206,92000.0,2024-04-16
1171,979,30000.0,2024-04-16
1447,1275,26000.0,2024-04-16
1397,1217,35000.0,2024-04-16
1021,844,31000.0,2024-04-16
827,684,18000.0,2024-04-16
756,620,39000.0,2024-04-16
274,224,57000.0,2024-04-16
234,191,75000.0,2024-04-16
1337,1154,96000.0,2024-04-17
1398,1217,19000.0,2024-04-17
275,225,36000.0,2024-04-17
925,761,26000.0,2024-04-17
1299,1109,51000.0,2024-04-17
676,548,41000.0,2024-04-17
1161,972,116000.0,2024-04-17
824,682,88000.0,2024-04-17
463,373,43000.0,2024-04-17
566,456,38000.0,2024-04-17
82,69,27000.0,2024-04-18
1169,978,27000.0,2024-04-18
1507,1341,48000.0,2024-04-18
1220,1033,31000.0,2024-04-19
609,495,53000.0,2024-04-19
757,621,16000.0,2024-04-19
828,684,32000.0,2024-04-19
1166,976,35000.0,2024-04-19
1448,1275,41000.0,2024-04-19
1347,1163,69000.0,2024-04-20
872,721,73000.0,2024-04-21
1294,1106,95000.0,2024-04-21
833,688,83000.0,2024-04-22
830,686,28000.0,2024-04-22
1341,1157,37000.0,2024-04-22
428,344,24000.0,2024-04-22
674,545,50000.0,2024-04-23
1346,1162,40000.0,2024-04-23
1224,1040,47000.0,2024-04-23
1022,845,88000.0,2024-04-24
1167,977,63000.0,2024-04-24
429,344,19000.0,2024-04-24
1163,974,65000.0,2024-04-24
1130,945,33000.0,2024-04-24
871,720,85000.0,2024-04-25
236,193,46000.0,2024-04-25
1298,1108,35000.0,2024-04-25
788,650,42000.0,2024-04-25
235,192,37000.0,2024-04-25
826,683,27000.0,2024-04-26
1218,1032,35000.0,2024-04-26
380,308,52000.0,2024-04-27
1131,945,58000.0,2024-04-27
829,685,53000.0,2024-04-27
116,97,34000.0,2024-04-27
1557,1396,113000.0,2024-04-28
873,722,46000.0,2024-04-28
1173,980,45000.0,2024-04-28
1018,842,28000.0,2024-04-28
831,686,35000.0,2024-04-28
675,547,32000.0,2024-04-28
48,42,49000.0,2024-04-29
430,345,36000.0,2024-04-29
1445,1273,52000.0,2024-04-29
1506,1340,14000.0,2024-04-29
1172,979,48000.0,2024-04-29
83,70,39000.0,2024-04-29
834,689,63000.0,2024-04-29
1053,877,92000.0,2024-04-30
1503,1338,59000.0,2024-04-30
431,346,68000.0,2024-04-30
758,621,16000.0,2024-04-30
427,343,23000.0,2024-05-01
381,308,27000.0,2024-05-01
276,226,45000.0,2024-05-01
1391,1212,108000.0,2024-05-02
1164,975,75000.0,2024-05-02
47,41,72000.0,2024-05-02
677,549,88000.0,2024-05-02
1019,843,60000.0,2024-05-02
117,98,20000.0,2024-05-03
760,623,84000.0,2024-05-03
640,519,26000.0,2024-05-03
379,307,45000.0,2024-05-03
1301,1111,101000.0,2024-05-03
1133,947,29000.0,2024-05-03
1395,1215,76000.0,2024-05-03
432,347,47000.0,2024-05-03
832,687,61000.0,2024-05-03
790,651,29000.0,2024-05-04
836,690,68000.0,2024-05-04
382,309,30000.0,2024-05-04
835,689,30000.0,2024-05-04
759,622,59000.0,2024-05-04
1396,1216,51000.0,2024-05-05
1229,1045,71000.0,2024-05-05
1300,1109,40000.0,2024-05-05
641,519,18000.0,2024-05-05
1344,1161,116000.0,2024-05-05
568,458,63000.0,2024-05-05
277,226,23000.0,2024-05-05
1134,947,33000.0,2024-05-06
874,723,20000.0,2024-05-06
1446,1274,67000.0,2024-05-06
1350,1165,104000.0,2024-05-06
383,310,22000.0,2024-05-06
85,72,31000.0,2024-05-07
789,650,51000.0,2024-05-07
678,550,93000.0,2024-05-07
1508,1341,39000.0,2024-05-07
1170,978,45000.0,2024-05-07
1227,1042,118000.0,2024-05-08
926,762,45000.0,2024-05-08
723,589,55000.0,2024-05-08
384,310,28000.0,2024-05-08
433,348,50000.0,2024-05-08
1097,913,69000.0,2024-05-08
84,71,35000.0,2024-05-08
1556,1395,66000.0,2024-05-09
1023,846,54000.0,2024-05-09
761,624,93000.0,2024-05-09
1510,1343,43000.0,2024-05-09
1348,1163,49000.0,2024-05-10
1095,911,76000.0,2024-05-10
1132,946,74000.0,2024-05-10
1390,1211,71000.0,2024-05-10
792,652,60000.0,2024-05-10
86,72,47000.0,2024-05-10
540,434,22000.0,2024-05-11
49,43,53000.0,2024-05-11
791,651,45000.0,2024-05-11
202,167,22000.0,2024-05-11
567,457,24000.0,2024-05-11
1096,912,70000.0,2024-05-12
1054,878,52000.0,2024-05-12
541,434,48000.0,2024-05-13
1225,1040,25000.0,2024-05-13
203,167,13000.0,2024-05-13
8,7,65000.0,2024-05-13
875,723,41000.0,2024-05-14
1228,1044,57000.0,2024-05-14
1509,1342,95000.0,2024-05-14
1389,1210,99000.0,2024-05-14
1098,914,44000.0,2024-05-15
569,459,48000.0,2024-05-15
612,498,32000.0,2024-05-15
511,413,34000.0,2024-05-15
1442,1270,67000.0,2024-05-15
1226,1041,108000.0,2024-05-15
969,800,19000.0,2024-05-15
611,497,70000.0,2024-05-15
1231,1046,91000.0,2024-05-15
512,413,28000.0,2024-05-16
1055,879,46000.0,2024-05-16
682,554,30000.0,2024-05-16
204,168,25000.0,2024-05-16
970,800,26000.0,2024-05-16
141,119,60000.0,2024-05-16
142,120,68000.0,2024-05-16
1394,1214,69000.0,2024-05-16
9,8,76000.0,2024-05-16
139,117,42000.0,2024-05-16
1057,881,54000.0,2024-05-17
385,311,22000.0,2024-05-17
610,496,20000.0,2024-05-17
237,194,42000.0,2024-05-17
278,227,35000.0,2024-05-18
679,551,83000.0,2024-05-18
464,374,79000.0,2024-05-18
570,460,44000.0,2024-05-19
968,799,76000.0,2024-05-19
1101,917,23000.0,2024-05-19
510,412,45000.0,2024-05-19
140,118,21000.0,2024-05-19
927,763,36000.0,2024-05-20
680,552,44000.0,2024-05-20
1554,1393,102000.0,2024-05-20
1230,1045,34000.0,2024-05-20
509,411,28000.0,2024-05-20
1024,847,51000.0,2024-05-21
1102,917,38000.0,2024-05-21
724,590,60000.0,2024-05-21
143,121,71000.0,2024-05-21
387,312,57000.0,2024-05-21
1058,881,25000.0,2024-05-21
1351,1166,108000.0,2024-05-21
386,311,31000.0,2024-05-22
1349,1164,72000.0,2024-05-22
1168,977,48000.0,2024-05-22
1174,980,40000.0,2024-05-22
1511,1345,53000.0,2024-05-23
683,554,60000.0,2024-05-23
793,652,32000.0,2024-05-23
1504,1339,105000.0,2024-05-23
343,279,72000.0,2024-05-23
1100,916,42000.0,2024-05-23
1099,915,51000.0,2024-05-24
513,414,75000.0,2024-05-24
681,553,56000.0,2024-05-25
1555,1394,95000.0,2024-05-25
50,44,55000.0,2024-05-25
1234,1049,74000.0,2024-05-26
1235,1050,20000.0,2024-05-26
876,724,28000.0,2024-05-27
1450,1277,59000.0,2024-05-28
1056,880,33000.0,2024-05-28
1232,1047,96000.0,2024-05-28
684,555,75000.0,2024-05-28
762,625,68000.0,2024-05-29
1025,848,37000.0,2024-05-29
1399,1219,97000.0,2024-05-29
571,461,34000.0,2024-05-29
388,313,21000.0,2024-05-30
168,142,54000.0,2024-05-30
144,122,25000.0,2024-05-30
878,725,49000.0,2024-05-30
11,10,68000.0,2024-05-31
1559,1400,20000.0,2024-05-31
1449,1276,65000.0,2024-05-31
345,281,56000.0,2024-05-31
1029,853,56000.0,2024-06-01
118,99,50000.0,2024-06-01
303,247,62000.0,2024-06-01
238,195,27000.0,2024-06-01
1135,948,33000.0,2024-06-02
1236,1050,37000.0,2024-06-02
880,726,25000.0,2024-06-02
169,143,48000.0,2024-06-02
1238,1052,92000.0,2024-06-02
10,9,41000.0,2024-06-02
642,520,30000.0,2024-06-03
973,803,52000.0,2024-06-03
145,123,56000.0,2024-06-03
1028,852,88000.0,2024-06-04
344,280,63000.0,2024-06-04
484,391,56000.0,2024-06-04
572,462,27000.0,2024-06-05
1400,1222,81000.0,2024-06-05
1175,981,97000.0,2024-06-06
483,390,37000.0,2024-06-06
170,144,42000.0,2024-06-07
882,727,34000.0,2024-06-07
643,520,18000.0,2024-06-07
1059,882,15000.0,2024-06-07
1136,948,21000.0,2024-06-07
877,724,62000.0,2024-06-07
726,593,16000.0,2024-06-08
346,282,67000.0,2024-06-09
573,463,52000.0,2024-06-09
879,725,22000.0,2024-06-09
685,556,56000.0,2024-06-10
1180,985,83000.0,2024-06-10
304,248,11000.0,2024-06-10
171,144,34000.0,2024-06-10
389,314,56000.0,2024-06-10
1451,1280,74000.0,2024-06-10
972,802,83000.0,2024-06-10
763,626,24000.0,2024-06-11
1027,851,46000.0,2024-06-11
728,594,56000.0,2024-06-11
613,499,45000.0,2024-06-11
1302,1117,36000.0,2024-06-11
881,726,21000.0,2024-06-12
971,801,97000.0,2024-06-12
51,45,51000.0,2024-06-12
1030,854,35000.0,2024-06-12
347,283,22000.0,2024-06-13
884,728,19000.0,2024-06-13
974,803,43000.0,2024-06-13
172,145,43000.0,2024-06-13
644,521,25000.0,2024-06-13
308,251,28000.0,2024-06-14
146,124,73000.0,2024-06-14
173,145,28000.0,2024-06-14
305,248,13000.0,2024-06-14
435,350,18000.0,2024-06-14
436,350,23000.0,2024-06-15
1060,882,19000.0,2024-06-15
514,415,18000.0,2024-06-15
309,251,16000.0,2024-06-15
1560,1400,27000.0,2024-06-15
1512,1345,33000.0,2024-06-15
727,593,17000.0,2024-06-16
515,415,27000.0,2024-06-16
729,595,26000.0,2024-06-16
883,727,55000.0,2024-06-16
348,283,13000.0,2024-06-16
239,196,27000.0,2024-06-16
1181,986,56000.0,2024-06-16
725,592,33000.0,2024-06-16
1177,983,47000.0,2024-06-17
1357,1174,59000.0,2024-06-17
764,626,23000.0,2024-06-17
1062,884,73000.0,2024-06-18
52,46,46000.0,2024-06-18
205,169,74000.0,2024-06-18
434,349,37000.0,2024-06-18
306,249,55000.0,2024-06-18
1240,1054,105000.0,2024-06-18
174,146,50000.0,2024-06-19
931,767,65000.0,2024-06-19
310,252,51000.0,2024-06-19
485,392,66000.0,2024-06-19
1401,1223,71000.0,2024-06-20
307,250,77000.0,2024-06-21
1103,918,36000.0,2024-06-21
1026,850,46000.0,2024-06-22
1179,984,65000.0,2024-06-22
933,768,51000.0,2024-06-22
1358,1174,39000.0,2024-06-23
437,351,15000.0,2024-06-23
12,11,25000.0,2024-06-23
486,393,56000.0,2024-06-24
1354,1172,29000.0,2024-06-24
1453,1282,48000.0,2024-06-24
730,595,21000.0,2024-06-24
645,522,69000.0,2024-06-24
686,558,38000.0,2024-06-25
542,436,33000.0,2024-06-25
935,770,89000.0,2024-06-26
438,351,17000.0,2024-06-26
928,764,37000.0,2024-06-26
932,767,33000.0,2024-06-27
885,728,14000.0,2024-06-27
1237,1051,117000.0,2024-06-27
544,438,25000.0,2024-06-27
646,523,52000.0,2024-06-27
1352,1169,57000.0,2024-06-27
731,596,85000.0,2024-06-27
689,560,50000.0,2024-06-27
87,73,47000.0,2024-06-27
545,438,37000.0,2024-06-28
53,47,29000.0,2024-06-28
13,11,52000.0,2024-06-28
575,465,40000.0,2024-06-28
1514,1347,65000.0,2024-06-28
929,765,45000.0,2024-06-29
1061,883,85000.0,2024-06-29
930,766,95000.0,2024-06-29
54,47,35000.0,2024-06-29
240,197,59000.0,2024-06-30
688,559,66000.0,2024-06-30
465,375,32000.0,2024-06-30
1303,1117,32000.0,2024-06-30
1517,1350,70000.0,2024-06-30
1185,991,71000.0,2024-07-01
487,394,52000.0,2024-07-01
1558,1399,61000.0,2024-07-01
1184,990,97000.0,2024-07-01
1233,1048,49000.0,2024-07-01
574,464,37000.0,2024-07-01
349,284,57000.0,2024-07-01
1139,951,53000.0,2024-07-01
241,198,33000.0,2024-07-02
516,416,40000.0,2024-07-02
1304,1118,68000.0,2024-07-02
120,101,25000.0,2024-07-02
1182,987,55000.0,2024-07-02
1353,1171,111000.0,2024-07-02
517,416,31000.0,2024-07-03
576,466,43000.0,2024-07-03
794,653,38000.0,2024-07-03
1137,949,87000.0,2024-07-04
1516,1349,114000.0,2024-07-05
1305,1119,81000.0,2024-07-05
543,437,39000.0,2024-07-05
390,315,26000.0,2024-07-06
88,74,36000.0,2024-07-06
119,100,26000.0,2024-07-06
1066,888,86000.0,2024-07-06
1176,982,85000.0,2024-07-06
837,691,69000.0,2024-07-06
175,147,16000.0,2024-07-07
1521,1353,115000.0,2024-07-07
1063,885,34000.0,2024-07-07
1402,1225,57000.0,2024-07-07
975,805,15000.0,2024-07-07
838,692,36000.0,2024-07-08
89,74,33000.0,2024-07-08
614,500,63000.0,2024-07-08
176,147,19000.0,2024-07-09
934,769,42000.0,2024-07-09
391,315,39000.0,2024-07-09
732,597,78000.0,2024-07-09
1513,1346,74000.0,2024-07-10
1141,952,55000.0,2024-07-10
687,558,17000.0,2024-07-10
14,12,27000.0,2024-07-10
647,524,55000.0,2024-07-10
1455,1284,21000.0,2024-07-11
546,439,66000.0,2024-07-11
90,75,49000.0,2024-07-11
1243,1060,48000.0,2024-07-11
1140,951,28000.0,2024-07-11
795,654,52000.0,2024-07-11
1108,922,31000.0,2024-07-11
1356,1173,88000.0,2024-07-12
1138,950,46000.0,2024-07-12
1144,955,61000.0,2024-07-12
55,48,10000.0,2024-07-13
1239,1053,64000.0,2024-07-13
1241,1055,72000.0,2024-07-13
177,148,39000.0,2024-07-13
1145,955,36000.0,2024-07-13
1178,983,53000.0,2024-07-13
691,562,23000.0,2024-07-13
1522,1354,70000.0,2024-07-13
1454,1282,49000.0,2024-07-13
488,395,21000.0,2024-07-14
1105,920,84000.0,2024-07-14
796,655,39000.0,2024-07-14
56,48,19000.0,2024-07-14
547,440,68000.0,2024-07-14
577,467,47000.0,2024-07-14
886,729,77000.0,2024-07-14
