sale_id,sku_id,quantity,sale_date,source
141,29,6.0,2024-01-03,telegram
142,30,2.0,2024-01-03,telegram
143,32,4.0,2024-01-03,telegram
144,33,1.0,2024-01-03,telegram
145,34,2.0,2024-01-03,telegram
146,35,7.0,2024-01-03,telegram
147,36,4.0,2024-01-03,telegram
148,37,6.0,2024-01-03,telegram
149,38,1.0,2024-01-03,telegram
150,39,20.0,2024-01-03,telegram
151,40,6.0,2024-01-03,telegram
152,43,4.0,2024-01-03,telegram
153,44,5.0,2024-01-03,telegram
154,45,1.0,2024-01-03,telegram
155,46,3.0,2024-01-03,telegram
156,47,3.0,2024-01-03,telegram
157,48,3.0,2024-01-03,telegram
158,49,1.0,2024-01-03,telegram
159,50,7.0,2024-01-03,telegram
160,51,3.0,2024-01-03,telegram
161,53,8.0,2024-01-03,telegram
162,54,4.0,2024-01-03,telegram
163,56,8.0,2024-01-03,telegram
164,59,7.0,2024-01-03,telegram
165,60,1.0,2024-01-03,telegram
166,63,10.0,2024-01-03,telegram
167,66,6.0,2024-01-03,telegram
168,67,13.0,2024-01-03,telegram
169,68,9.0,2024-01-03,telegram
170,70,16.0,2024-01-03,telegram
171,71,7.0,2024-01-03,telegram
172,72,2.0,2024-01-03,telegram
173,74,2.0,2024-01-03,telegram
174,75,6.0,2024-01-03,telegram
175,76,5.0,2024-01-03,telegram
176,77,2.0,2024-01-03,telegram
177,78,5.0,2024-01-03,telegram
178,79,3.0,2024-01-03,telegram
179,80,13.0,2024-01-03,telegram
180,83,7.0,2024-01-03,telegram
181,86,4.0,2024-01-03,telegram
182,1,7.0,2024-01-04,telegram
183,2,5.0,2024-01-04,telegram
184,3,7.0,2024-01-04,telegram
185,4,2.0,2024-01-04,telegram
186,6,4.0,2024-01-04,telegram
187,7,3.0,2024-01-04,telegram
188,8,5.0,2024-01-04,telegram
189,10,2.0,2024-01-04,telegram
190,11,4.0,2024-01-04,telegram
191,12,2.0,2024-01-04,telegram
192,13,1.0,2024-01-04,telegram
193,14,3.0,2024-01-04,telegram
194,16,2.0,2024-01-04,telegram
195,18,4.0,2024-01-04,telegram
196,19,3.0,2024-01-04,telegram
197,20,3.0,2024-01-04,telegram
198,21,2.0,2024-01-04,telegram
199,22,1.0,2024-01-04,telegram
200,23,9.0,2024-01-04,telegram
201,25,6.0,2024-01-04,telegram
202,26,2.0,2024-01-04,telegram
203,27,9.0,2024-01-04,telegram
204,28,5.0,2024-01-04,telegram
205,29,6.0,2024-01-04,telegram
206,30,6.0,2024-01-04,telegram
207,31,5.0,2024-01-04,telegram
208,32,1.0,2024-01-04,telegram
209,33,1.0,2024-01-04,telegram
210,35,5.0,2024-01-04,telegram
211,36,6.0,2024-01-04,telegram
212,37,3.0,2024-01-04,telegram
213,38,3.0,2024-01-04,telegram
214,39,7.0,2024-01-04,telegram
215,40,7.0,2024-01-04,telegram
216,41,6.0,2024-01-04,telegram
217,43,5.0,2024-01-04,telegram
218,45,4.0,2024-01-04,telegram
219,47,4.0,2024-01-04,telegram
220,48,4.0,2024-01-04,telegram
221,49,4.0,2024-01-04,telegram
222,50,5.0,2024-01-04,telegram
223,51,8.0,2024-01-04,telegram
224,53,3.0,2024-01-04,telegram
225,56,19.0,2024-01-04,telegram
226,57,5.0,2024-01-04,telegram
227,59,2.0,2024-01-04,telegram
228,62,6.0,2024-01-04,telegram
229,63,1.0,2024-01-04,telegram
230,66,8.0,2024-01-04,telegram
231,67,6.0,2024-01-04,telegram
232,68,3.0,2024-01-04,telegram
233,70,5.0,2024-01-04,telegram
234,71,1.0,2024-01-04,telegram
235,72,2.0,2024-01-04,telegram
236,73,1.0,2024-01-04,telegram
237,74,4.0,2024-01-04,telegram
238,78,4.0,2024-01-04,telegram
239,79,6.0,2024-01-04,telegram
240,80,1.0,2024-01-04,telegram
241,81,6.0,2024-01-04,telegram
242,85,7.0,2024-01-04,telegram
243,86,3.0,2024-01-04,telegram
244,1,1.0,2024-01-05,telegram
245,2,5.0,2024-01-05,telegram
246,3,7.0,2024-01-05,telegram
247,4,3.0,2024-01-05,telegram
248,5,1.0,2024-01-05,telegram
249,6,9.0,2024-01-05,telegram
250,8,4.0,2024-01-05,telegram
251,9,10.0,2024-01-05,telegram
252,10,2.0,2024-01-05,telegram
253,11,1.0,2024-01-05,telegram
254,12,9.0,2024-01-05,telegram
255,13,4.0,2024-01-05,telegram
256,14,4.0,2024-01-05,telegram
257,17,6.0,2024-01-05,telegram
258,18,4.0,2024-01-05,telegram
259,19,7.0,2024-01-05,telegram
260,20,7.0,2024-01-05,telegram
261,21,3.0,2024-01-05,telegram
262,22,10.0,2024-01-05,telegram
263,24,1.0,2024-01-05,telegram
264,26,2.0,2024-01-05,telegram
265,27,1.0,2024-01-05,telegram
266,28,1.0,2024-01-05,telegram
267,29,3.0,2024-01-05,telegram
268,30,3.0,2024-01-05,telegram
269,31,5.0,2024-01-05,telegram
270,32,5.0,2024-01-05,telegram
271,33,5.0,2024-01-05,telegram
272,34,4.0,2024-01-05,telegram
273,35,1.0,2024-01-05,telegram
274,36,5.0,2024-01-05,telegram
275,37,3.0,2024-01-05,telegram
276,40,9.0,2024-01-05,telegram
277,41,4.0,2024-01-05,telegram
278,42,4.0,2024-01-05,telegram
279,43,6.0,2024-01-05,telegram
280,45,7.0,2024-01-05,telegram
281,47,2.0,2024-01-05,telegram
282,49,7.0,2024-01-05,telegram
283,50,5.0,2024-01-05,telegram
284,51,4.0,2024-01-05,telegram
285,52,11.0,2024-01-05,telegram
286,53,1.0,2024-01-05,telegram
287,54,1.0,2024-01-05,telegram
288,55,4.0,2024-01-05,telegram
289,59,1.0,2024-01-05,telegram
290,60,4.0,2024-01-05,telegram
291,61,4.0,2024-01-05,telegram
292,64,5.0,2024-01-05,telegram
293,67,6.0,2024-01-05,telegram
294,68,6.0,2024-01-05,telegram
295,69,3.0,2024-01-05,telegram
296,70,1.0,2024-01-05,telegram
297,73,4.0,2024-01-05,telegram
298,74,1.0,2024-01-05,telegram
299,75,8.0,2024-01-05,telegram
300,77,6.0,2024-01-05,telegram
301,78,8.0,2024-01-05,telegram
302,79,9.0,2024-01-05,telegram
303,80,1.0,2024-01-05,telegram
304,82,1.0,2024-01-05,telegram
305,83,14.0,2024-01-05,telegram
306,84,2.0,2024-01-05,telegram
307,1,6.0,2024-01-06,telegram
308,2,1.0,2024-01-06,telegram
309,3,7.0,2024-01-06,telegram
310,4,2.0,2024-01-06,telegram
311,5,5.0,2024-01-06,telegram
312,6,4.0,2024-01-06,telegram
313,7,6.0,2024-01-06,telegram
314,8,12.0,2024-01-06,telegram
315,9,3.0,2024-01-06,telegram
316,10,5.0,2024-01-06,telegram
317,11,1.0,2024-01-06,telegram
318,13,5.0,2024-01-06,telegram
319,16,1.0,2024-01-06,telegram
320,17,13.0,2024-01-06,telegram
321,18,8.0,2024-01-06,telegram
322,19,4.0,2024-01-06,telegram
323,20,4.0,2024-01-06,telegram
324,21,1.0,2024-01-06,telegram
325,22,1.0,2024-01-06,telegram
326,23,4.0,2024-01-06,telegram
327,26,3.0,2024-01-06,telegram
328,27,1.0,2024-01-06,telegram
329,28,3.0,2024-01-06,telegram
330,29,8.0,2024-01-06,telegram
331,30,3.0,2024-01-06,telegram
332,31,7.0,2024-01-06,telegram
333,32,6.0,2024-01-06,telegram
334,33,12.0,2024-01-06,telegram
335,34,5.0,2024-01-06,telegram
336,35,5.0,2024-01-06,telegram
337,36,2.0,2024-01-06,telegram
338,39,13.0,2024-01-06,telegram
339,40,3.0,2024-01-06,telegram
340,41,10.0,2024-01-06,telegram
341,42,1.0,2024-01-06,telegram
342,45,4.0,2024-01-06,telegram
343,46,11.0,2024-01-06,telegram
344,49,2.0,2024-01-06,telegram
345,51,3.0,2024-01-06,telegram
346,52,4.0,2024-01-06,telegram
347,53,2.0,2024-01-06,telegram
348,56,10.0,2024-01-06,telegram
349,60,6.0,2024-01-06,telegram
350,61,5.0,2024-01-06,telegram
351,65,15.0,2024-01-06,telegram
352,66,1.0,2024-01-06,telegram
353,67,4.0,2024-01-06,telegram
354,68,7.0,2024-01-06,telegram
355,70,1.0,2024-01-06,telegram
356,71,5.0,2024-01-06,telegram
357,72,4.0,2024-01-06,telegram
358,74,15.0,2024-01-06,telegram
359,75,1.0,2024-01-06,telegram
360,76,6.0,2024-01-06,telegram
361,77,4.0,2024-01-06,telegram
362,79,5.0,2024-01-06,telegram
363,80,1.0,2024-01-06,telegram
364,81,4.0,2024-01-06,telegram
365,84,8.0,2024-01-06,telegram
366,86,5.0,2024-01-06,telegram
367,1,8.0,2024-01-07,telegram
368,2,11.0,2024-01-07,telegram
369,3,7.0,2024-01-07,telegram
370,4,4.0,2024-01-07,telegram
371,5,2.0,2024-01-07,telegram
372,6,5.0,2024-01-07,telegram
373,7,6.0,2024-01-07,telegram
374,8,2.0,2024-01-07,telegram
375,9,1.0,2024-01-07,telegram
376,10,3.0,2024-01-07,telegram
377,11,2.0,2024-01-07,telegram
378,12,3.0,2024-01-07,telegram
379,17,1.0,2024-01-07,telegram
380,18,3.0,2024-01-07,telegram
381,19,4.0,2024-01-07,telegram
382,20,4.0,2024-01-07,telegram
383,21,10.0,2024-01-07,telegram
384,22,2.0,2024-01-07,telegram
385,23,5.0,2024-01-07,telegram
386,24,1.0,2024-01-07,telegram
387,25,6.0,2024-01-07,telegram
388,26,1.0,2024-01-07,telegram
389,27,11.0,2024-01-07,telegram
390,28,1.0,2024-01-07,telegram
391,30,5.0,2024-01-07,telegram
392,31,3.0,2024-01-07,telegram
393,32,1.0,2024-01-07,telegram
394,33,3.0,2024-01-07,telegram
395,34,5.0,2024-01-07,telegram
396,35,4.0,2024-01-07,telegram
397,36,6.0,2024-01-07,telegram
398,38,4.0,2024-01-07,telegram
399,39,7.0,2024-01-07,telegram
400,40,3.0,2024-01-07,telegram
401,41,6.0,2024-01-07,telegram
402,42,5.0,2024-01-07,telegram
403,43,5.0,2024-01-07,telegram
404,44,4.0,2024-01-07,telegram
405,45,9.0,2024-01-07,telegram
406,46,19.0,2024-01-07,telegram
407,47,2.0,2024-01-07,telegram
408,49,4.0,2024-01-07,telegram
409,50,5.0,2024-01-07,telegram
410,52,1.0,2024-01-07,telegram
411,53,1.0,2024-01-07,telegram
412,54,8.0,2024-01-07,telegram
413,55,15.0,2024-01-07,telegram
414,56,1.0,2024-01-07,telegram
415,58,6.0,2024-01-07,telegram
416,59,8.0,2024-01-07,telegram
417,60,4.0,2024-01-07,telegram
418,61,1.0,2024-01-07,telegram
419,62,5.0,2024-01-07,telegram
420,63,1.0,2024-01-07,telegram
421,65,1.0,2024-01-07,telegram
422,66,6.0,2024-01-07,telegram
423,67,7.0,2024-01-07,telegram
424,68,6.0,2024-01-07,telegram
425,69,2.0,2024-01-07,telegram
426,70,5.0,2024-01-07,telegram
427,71,7.0,2024-01-07,telegram
428,72,4.0,2024-01-07,telegram
429,74,6.0,2024-01-07,telegram
430,75,1.0,2024-01-07,telegram
431,77,6.0,2024-01-07,telegram
432,78,4.0,2024-01-07,telegram
433,79,6.0,2024-01-07,telegram
434,80,1.0,2024-01-07,telegram
435,82,3.0,2024-01-07,telegram
436,83,8.0,2024-01-07,telegram
437,84,1.0,2024-01-07,telegram
438,85,3.0,2024-01-07,telegram
439,1,3.0,2024-01-08,telegram
440,2,3.0,2024-01-08,telegram
441,3,5.0,2024-01-08,telegram
442,4,3.0,2024-01-08,telegram
443,5,6.0,2024-01-08,telegram
444,6,7.0,2024-01-08,telegram
445,7,1.0,2024-01-08,telegram
446,8,1.0,2024-01-08,telegram
447,9,3.0,2024-01-08,telegram
448,10,9.0,2024-01-08,telegram
449,11,10.0,2024-01-08,telegram
450,14,2.0,2024-01-08,telegram
451,16,2.0,2024-01-08,telegram
452,18,4.0,2024-01-08,telegram
453,19,5.0,2024-01-08,telegram
454,20,3.0,2024-01-08,telegram
455,21,8.0,2024-01-08,telegram
456,22,5.0,2024-01-08,telegram
457,26,4.0,2024-01-08,telegram
458,27,6.0,2024-01-08,telegram
459,28,3.0,2024-01-08,telegram
460,30,4.0,2024-01-08,telegram
461,31,8.0,2024-01-08,telegram
462,32,1.0,2024-01-08,telegram
463,33,2.0,2024-01-08,telegram
464,35,7.0,2024-01-08,telegram
465,36,5.0,2024-01-08,telegram
466,39,1.0,2024-01-08,telegram
467,41,5.0,2024-01-08,telegram
468,42,9.0,2024-01-08,telegram
469,43,6.0,2024-01-08,telegram
470,44,4.0,2024-01-08,telegram
471,45,3.0,2024-01-08,telegram
472,46,1.0,2024-01-08,telegram
473,47,2.0,2024-01-08,telegram
474,48,1.0,2024-01-08,telegram
475,49,5.0,2024-01-08,telegram
476,53,1.0,2024-01-08,telegram
477,54,4.0,2024-01-08,telegram
478,55,1.0,2024-01-08,telegram
479,56,2.0,2024-01-08,telegram
480,59,8.0,2024-01-08,telegram
481,60,8.0,2024-01-08,telegram
482,63,1.0,2024-01-08,telegram
483,64,1.0,2024-01-08,telegram
484,65,1.0,2024-01-08,telegram
485,66,9.0,2024-01-08,telegram
486,67,5.0,2024-01-08,telegram
487,68,6.0,2024-01-08,telegram
488,70,4.0,2024-01-08,telegram
489,74,3.0,2024-01-08,telegram
490,75,15.0,2024-01-08,telegram
491,80,1.0,2024-01-08,telegram
492,81,20.0,2024-01-08,telegram
493,84,1.0,2024-01-08,telegram
494,85,4.0,2024-01-08,telegram
495,1,5.0,2024-01-09,telegram
496,2,4.0,2024-01-09,telegram
497,3,5.0,2024-01-09,telegram
498,5,6.0,2024-01-09,telegram
499,6,4.0,2024-01-09,telegram
500,7,1.0,2024-01-09,telegram
501,8,2.0,2024-01-09,telegram
502,9,1.0,2024-01-09,telegram
503,10,9.0,2024-01-09,telegram
504,11,1.0,2024-01-09,telegram
505,12,6.0,2024-01-09,telegram
506,16,2.0,2024-01-09,telegram
507,19,2.0,2024-01-09,telegram
508,20,6.0,2024-01-09,telegram
509,21,1.0,2024-01-09,telegram
510,22,1.0,2024-01-09,telegram
511,25,1.0,2024-01-09,telegram
512,26,5.0,2024-01-09,telegram
513,27,4.0,2024-01-09,telegram
514,28,1.0,2024-01-09,telegram
515,29,6.0,2024-01-09,telegram
516,30,4.0,2024-01-09,telegram
517,31,8.0,2024-01-09,telegram
518,32,3.0,2024-01-09,telegram
519,33,1.0,2024-01-09,telegram
520,34,3.0,2024-01-09,telegram
521,35,9.0,2024-01-09,telegram
522,36,6.0,2024-01-09,telegram
523,37,1.0,2024-01-09,telegram
524,39,9.0,2024-01-09,telegram
525,40,3.0,2024-01-09,telegram
526,41,5.0,2024-01-09,telegram
527,42,1.0,2024-01-09,telegram
528,44,5.0,2024-01-09,telegram
529,45,5.0,2024-01-09,telegram
530,46,1.0,2024-01-09,telegram
531,49,17.0,2024-01-09,telegram
532,51,7.0,2024-01-09,telegram
533,53,3.0,2024-01-09,telegram
534,54,4.0,2024-01-09,telegram
535,56,1.0,2024-01-09,telegram
536,57,4.0,2024-01-09,telegram
537,58,5.0,2024-01-09,telegram
538,59,6.0,2024-01-09,telegram
539,60,3.0,2024-01-09,telegram
540,61,6.0,2024-01-09,telegram
541,63,12.0,2024-01-09,telegram
542,65,6.0,2024-01-09,telegram
543,67,3.0,2024-01-09,telegram
544,69,2.0,2024-01-09,telegram
545,70,4.0,2024-01-09,telegram
546,71,7.0,2024-01-09,telegram
547,72,4.0,2024-01-09,telegram
548,73,1.0,2024-01-09,telegram
549,74,1.0,2024-01-09,telegram
550,75,1.0,2024-01-09,telegram
551,76,3.0,2024-01-09,telegram
552,79,5.0,2024-01-09,telegram
553,80,8.0,2024-01-09,telegram
554,84,3.0,2024-01-09,telegram
555,86,8.0,2024-01-09,telegram
556,1,2.0,2024-01-10,telegram
557,2,3.0,2024-01-10,telegram
558,3,4.0,2024-01-10,telegram
559,4,2.0,2024-01-10,telegram
560,5,4.0,2024-01-10,telegram
561,6,1.0,2024-01-10,telegram
562,7,1.0,2024-01-10,telegram
563,8,5.0,2024-01-10,telegram
564,10,2.0,2024-01-10,telegram
565,11,4.0,2024-01-10,telegram
566,12,2.0,2024-01-10,telegram
567,14,3.0,2024-01-10,telegram
568,15,5.0,2024-01-10,telegram
569,16,7.0,2024-01-10,telegram
570,18,6.0,2024-01-10,telegram
571,19,8.0,2024-01-10,telegram
572,20,8.0,2024-01-10,telegram
573,21,1.0,2024-01-10,telegram
574,22,8.0,2024-01-10,telegram
575,23,4.0,2024-01-10,telegram
576,26,5.0,2024-01-10,telegram
577,27,7.0,2024-01-10,telegram
578,28,6.0,2024-01-10,telegram
579,29,9.0,2024-01-10,telegram
580,30,1.0,2024-01-10,telegram
581,31,3.0,2024-01-10,telegram
582,32,2.0,2024-01-10,telegram
583,33,2.0,2024-01-10,telegram
584,34,3.0,2024-01-10,telegram
585,35,9.0,2024-01-10,telegram
586,37,5.0,2024-01-10,telegram
587,38,3.0,2024-01-10,telegram
588,39,2.0,2024-01-10,telegram
589,40,6.0,2024-01-10,telegram
590,41,1.0,2024-01-10,telegram
591,42,4.0,2024-01-10,telegram
592,43,8.0,2024-01-10,telegram
593,44,7.0,2024-01-10,telegram
594,45,8.0,2024-01-10,telegram
595,46,2.0,2024-01-10,telegram
596,48,1.0,2024-01-10,telegram
597,49,1.0,2024-01-10,telegram
598,53,3.0,2024-01-10,telegram
599,54,10.0,2024-01-10,telegram
600,56,1.0,2024-01-10,telegram
601,57,5.0,2024-01-10,telegram
602,61,5.0,2024-01-10,telegram
603,64,10.0,2024-01-10,telegram
604,66,8.0,2024-01-10,telegram
605,67,8.0,2024-01-10,telegram
606,68,7.0,2024-01-10,telegram
607,70,1.0,2024-01-10,telegram
608,71,3.0,2024-01-10,telegram
609,73,3.0,2024-01-10,telegram
610,74,2.0,2024-01-10,telegram
611,75,7.0,2024-01-10,telegram
612,77,1.0,2024-01-10,telegram
613,78,3.0,2024-01-10,telegram
614,79,2.0,2024-01-10,telegram
615,80,5.0,2024-01-10,telegram
616,82,4.0,2024-01-10,telegram
617,85,2.0,2024-01-10,telegram
618,86,4.0,2024-01-10,telegram
619,1,7.0,2024-01-11,telegram
620,2,5.0,2024-01-11,telegram
621,3,3.0,2024-01-11,telegram
622,4,2.0,2024-01-11,telegram
623,5,7.0,2024-01-11,telegram
624,6,2.0,2024-01-11,telegram
625,7,3.0,2024-01-11,telegram
626,8,5.0,2024-01-11,telegram
627,9,1.0,2024-01-11,telegram
628,10,3.0,2024-01-11,telegram
629,11,2.0,2024-01-11,telegram
630,13,4.0,2024-01-11,telegram
631,16,5.0,2024-01-11,telegram
632,17,4.0,2024-01-11,telegram
633,19,11.0,2024-01-11,telegram
634,20,3.0,2024-01-11,telegram
635,21,3.0,2024-01-11,telegram
636,22,1.0,2024-01-11,telegram
637,23,3.0,2024-01-11,telegram
638,25,3.0,2024-01-11,telegram
639,26,3.0,2024-01-11,telegram
640,27,7.0,2024-01-11,telegram
641,28,3.0,2024-01-11,telegram
642,29,2.0,2024-01-11,telegram
643,31,8.0,2024-01-11,telegram
644,32,6.0,2024-01-11,telegram
645,33,3.0,2024-01-11,telegram
646,35,2.0,2024-01-11,telegram
647,36,6.0,2024-01-11,telegram
648,37,5.0,2024-01-11,telegram
649,40,3.0,2024-01-11,telegram
650,41,4.0,2024-01-11,telegram
651,42,1.0,2024-01-11,telegram
652,43,6.0,2024-01-11,telegram
653,44,7.0,2024-01-11,telegram
654,45,6.0,2024-01-11,telegram
655,46,1.0,2024-01-11,telegram
656,47,4.0,2024-01-11,telegram
657,48,10.0,2024-01-11,telegram
658,49,7.0,2024-01-11,telegram
659,51,6.0,2024-01-11,telegram
660,53,1.0,2024-01-11,telegram
661,54,5.0,2024-01-11,telegram
662,56,2.0,2024-01-11,telegram
663,59,4.0,2024-01-11,telegram
664,60,5.0,2024-01-11,telegram
665,62,4.0,2024-01-11,telegram
666,63,1.0,2024-01-11,telegram
667,67,9.0,2024-01-11,telegram
668,68,4.0,2024-01-11,telegram
669,70,1.0,2024-01-11,telegram
670,71,1.0,2024-01-11,telegram
671,73,6.0,2024-01-11,telegram
672,74,9.0,2024-01-11,telegram
673,75,3.0,2024-01-11,telegram
674,79,2.0,2024-01-11,telegram
675,80,2.0,2024-01-11,telegram
676,81,1.0,2024-01-11,telegram
677,82,6.0,2024-01-11,telegram
678,85,4.0,2024-01-11,telegram
679,2,4.0,2024-01-12,telegram
680,4,6.0,2024-01-12,telegram
681,6,5.0,2024-01-12,telegram
682,7,5.0,2024-01-12,telegram
683,8,4.0,2024-01-12,telegram
684,9,8.0,2024-01-12,telegram
685,10,5.0,2024-01-12,telegram
686,11,1.0,2024-01-12,telegram
687,13,7.0,2024-01-12,telegram
688,14,2.0,2024-01-12,telegram
689,15,5.0,2024-01-12,telegram
690,17,3.0,2024-01-12,telegram
691,18,10.0,2024-01-12,telegram
692,19,5.0,2024-01-12,telegram
693,20,5.0,2024-01-12,telegram
694,21,4.0,2024-01-12,telegram
695,22,3.0,2024-01-12,telegram
696,23,6.0,2024-01-12,telegram
697,25,7.0,2024-01-12,telegram
698,26,10.0,2024-01-12,telegram
699,27,3.0,2024-01-12,telegram
700,30,3.0,2024-01-12,telegram
701,31,13.0,2024-01-12,telegram
702,33,3.0,2024-01-12,telegram
703,34,5.0,2024-01-12,telegram
704,35,8.0,2024-01-12,telegram
705,36,5.0,2024-01-12,telegram
706,37,2.0,2024-01-12,telegram
707,39,15.0,2024-01-12,telegram
708,40,6.0,2024-01-12,telegram
709,41,6.0,2024-01-12,telegram
710,42,2.0,2024-01-12,telegram
711,43,7.0,2024-01-12,telegram
712,44,6.0,2024-01-12,telegram
713,45,6.0,2024-01-12,telegram
714,46,1.0,2024-01-12,telegram
715,48,12.0,2024-01-12,telegram
716,49,1.0,2024-01-12,telegram
717,51,10.0,2024-01-12,telegram
718,54,8.0,2024-01-12,telegram
719,56,2.0,2024-01-12,telegram
720,59,1.0,2024-01-12,telegram
721,60,7.0,2024-01-12,telegram
722,63,1.0,2024-01-12,telegram
723,65,1.0,2024-01-12,telegram
724,66,3.0,2024-01-12,telegram
725,67,2.0,2024-01-12,telegram
726,68,7.0,2024-01-12,telegram
727,71,5.0,2024-01-12,telegram
728,74,2.0,2024-01-12,telegram
729,77,4.0,2024-01-12,telegram
730,79,6.0,2024-01-12,telegram
731,80,12.0,2024-01-12,telegram
732,81,2.0,2024-01-12,telegram
733,82,1.0,2024-01-12,telegram
734,83,4.0,2024-01-12,telegram
